Company_Name,Pincode,State,City,Company_Url,Logo_Url,"Rating,Reviews",Contact_Person_1,Contact_Person_2,Email,Website,Address,Head_Office,"Listed_In,About_Us",Opening_Closing_Time,Weekly_Services,Mobile1,Mobile2,Mobile3,Mobile4,Mobile5,Mobile6,tollfree1,tollfree2,tollfree3,stdcode,Phone1,Phone2,Phone3,Phone4,Phone5,fax_cut,Fax_prefix,Fax_Number1,Fax_Number2,"Tag,Image_Urls",Established_Year,Tagline,Feature-Tags,Tagline2,Lat,Lon
THE DETAILING MAFIA,600035,,Nandnam Chennai,https://www.thedetailingmafia.com/locate-our-outlets/NandnamChennai,,,Mr. Chandrasekaran,,info@thedetailingmafia.com,,"No.569, Mount SSA Complex, 356, Anna Salai, Nandanam.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,+91 7550246752,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,110028,,"Naraina, Delhi",https://www.thedetailingmafia.com/locate-our-outlets/Naraina-Delhi,,,Mr. Parth khurana,,info@thedetailingmafia.com,,"Property No. Y-11, Main Rd, Loha Mandi, Loha Mandi, Block Y, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi 110028.",,,8:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,8449698449,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,524004,,Nellore,https://www.thedetailingmafia.com/locate-our-outlets/Nellore,,,Ravindra choudary,,info@thedetailingmafia.com,,"26-11-226/3, Padarupalli Junction, Beside Nayara Petrol Bunk, Mini Bypass Road , Nellore, Andhra Pradesh.",,,9:00 AM - 6:00 PM,Making Cars Happy 7 Days a Week,09888799998,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,503230,,Nizamabad,https://www.thedetailingmafia.com/locate-our-outlets/Nizamabad,,,Mr. Abhishek Rupaji,,info@thedetailingmafia.com,,"Plot No 2 and 15, Near True Value or Nexa Service Centre, Hyderabad Road, Pangra, Nizamabad.",,,9:00 AM - 7:00 PM,7 Days Open.,8096221222,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,201304,,Noida Sec 143,https://www.thedetailingmafia.com/locate-our-outlets/NoidaSec143,,,Mr. Jitin Singh,,info@thedetailingmafia.com,,"514, New Okhla Industrial development Area, Main Road Village, Shadra Near Metro Station , Gautam Budha Nagar Noida Sec 143, Uttar Pradesh .",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9116118171,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,201305,,Noida-Sector-101,https://www.thedetailingmafia.com/locate-our-outlets/Noida-Sector-101,,,Mr. Ashish Choudhary,,info@thedetailingmafia.com,,"Salarpur , Opposite Hanuman Murti , near Good year Tyre showroom, Sector 101 , Noida, Uttar Pradesh.",,,9:00 AM - 8:00 PM,7 days open,9999400114,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,110020,,Okhla,https://www.thedetailingmafia.com/locate-our-outlets/Okhla,,,Shivaditya Kumar Shivhare,,info@thedetailingmafia.com,,"46, Okhla Phase III, Okhla Industrial Estate, New Delhi.",,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,8527101110,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,800007,,"Paijawa, Patna",https://www.thedetailingmafia.com/locate-our-outlets/Paijawa-Patna,,,Mr. Utkarsh Kumar Singh,,info@thedetailingmafia.com,,"NH30, Ranipur, near Salasar Balaji, Paijawa, Patna, Bihar .",,,9:00 AM - 8:00 PM,7 Days Open.,9153988082,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,713148,,Panagarh,https://www.thedetailingmafia.com/locate-our-outlets/Panagarh,,,Mr. Amarnath Sahu,,info@thedetailingmafia.com,,"G.T.Road , near - Panagarh Club, Panagarh Bazar, pashchim burdwan  .",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9475424545,9475414545,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,132103,,Panipat,https://www.thedetailingmafia.com/locate-our-outlets/Panipat,,,Nitara Detailing House,,info@thedetailingmafia.com,,"Near PVR fun city mall, Preet Vihar, HUDA, Panipat, Haryana .",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9653579067,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,147001,,Patiala,https://www.thedetailingmafia.com/locate-our-outlets/Patiala,,,Manu Puri,Manav Puri,info@thedetailingmafia.com,,"Trushiv Auto Spa, Gobind Bagh, Rajpura Road, Near Jain Petrol Pump.",,,9:00 AM - 8:00 PM,7 Days Open.,9814277988,9697800011,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,800011,,Patna,https://www.thedetailingmafia.com/locate-our-outlets/Patna,,,Mr. Krishna,,info@thedetailingmafia.com,,"UMA LAXMI COMPLEX, YODUVANSHI NAGAR AKHARA ROAD, Ashiana - Digha Rd.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,097098 29999,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,110034,,Pitampura,https://www.thedetailingmafia.com/locate-our-outlets/Pitampura,,,Mr. Aakash,,info@thedetailingmafia.com,,"Bus Stop, C-576, Outer Ring Rd, near C Block, Block C, Saraswati Vihar, Pitam Pura.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,+91 7669076888,9811960863,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,110092,,Preet Vihar,https://www.thedetailingmafia.com/locate-our-outlets/PreetVihar,,,Mr. Vikrant Chaudhary,,info@thedetailingmafia.com,,"H-100, opp. Bal Mandir Sr. Sec. School, New Rajdhani Enclave, Preet Vihar.",,,10:30 AM - 7:30 PM,Making Cars Happy 7 Days a Week,+91 9999705507,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,516360,,Proddatur,https://www.thedetailingmafia.com/locate-our-outlets/Proddatur,,,Mr. Areef,,info@thedetailingmafia.com,,"S.No, 542/1, IDA, SOMULAVARI PALLI PANCHAYATI OLD JMD BYPASS ROAD, opposite HP PETROL PUMP.",,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,+91 8096657960,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,411040,,Pune,https://www.thedetailingmafia.com/locate-our-outlets/Pune,,,Mr. Saurabh Dharmadhikari,,info@thedetailingmafia.com,,"40/15A, behind Jambhulkar Garden, Tatya Tope Housing Society, Fatima Nagar, Wanowrie, Pune, Maharashtra .",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9158000164,9158000154,9158000174,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,560021,,Rajajinagar,https://www.thedetailingmafia.com/locate-our-outlets/Rajajinagar,,,The Detailing Mafia,,info@thedetailingmafia.com,,"1687/A, Dr Rajkumar Rd, Prakash Nagar, Rajajinagar, Bengaluru, Karnataka .",,,9:00 AM - 7:00 PM,7 Days Open.,9036235828,8035291877,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,700136,,"Rajarhat, Kolkata",https://www.thedetailingmafia.com/locate-our-outlets/Rajarhat-Kolkata,,,Mr. Rikki Soni,,info@thedetailingmafia.com,,"Rajarhat Main Rd, Dashadrone, Checkpost, Rajarhat, Kolkata, West Bengal .",,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,9007927029,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,834001,,Ranchi,https://www.thedetailingmafia.com/locate-our-outlets/Ranchi,,,Mr.Tanmay kumar,,info@thedetailingmafia.com,,"MG Road, Shivaji Chowk, Harmu Road, Opposite Yamaha Showroom Ranchi.",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,6287090631,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,124001,,Rohtak,https://www.thedetailingmafia.com/locate-our-outlets/Rohtak,,,The Detailing Mafia Rohtak,,info@thedetailingmafia.com,,"R/o - Opposite Tilyar Convention, Delhi Road, Rohtak, Haryana, .",,,10:00 AM - 8:45 PM,Making Cars Happy 7 Days a Week,9992164545,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,470001,,Sagar,https://www.thedetailingmafia.com/locate-our-outlets/Sagar,,,Gulshan patel,,info@thedetailingmafia.com,,"Tili Rd, near Atal Park, Vaishali Nagar, Sagar.",,,9:00 AM - 7:00 PM,7 Days Open,9407540619,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,636005,,Salem,https://www.thedetailingmafia.com/locate-our-outlets/Salem,,,Mr. Senguttuvan .S,,info@thedetailingmafia.com,,"No.48, Bangalore, Bypass Rd, near RTO Office.",,,9:30 AM - 9:00 PM,Making Cars Happy 7 Days a Week,+91 9944400023,7305024423,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,560035,,Sarjapur Road,https://www.thedetailingmafia.com/locate-our-outlets/Sarjapur,,,Harsh Tenneti,Kavin Mittal,info@thedetailingmafia.com,,"Sarjapura , Goel & Co., Survey No. 28, Plot No 3, Sarjapura Main Road, Dodakkanahalli, Bangalore,  Karnataka.,",,,9:00 AM - 6:00 PM,Making Cars Happy 7 Days a Week,9900379167,8860762938,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,821115,,Sasaram,https://www.thedetailingmafia.com/locate-our-outlets/Sasaram,,,Mr. Abhinav,,info@thedetailingmafia.com,,"Grand Trunk Rd, near Pilot Baba Dham, opposite Bridge, Sasaram, Madaini, .",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9263333077,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,110017,,Shivalik,https://www.thedetailingmafia.com/locate-our-outlets/Shivalik,,,The Detailing Mafia,,info@thedetailingmafia.com,,"C-76, Malviya Nagar, Shivalik Main Road.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9810207356,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,577201,,Shivamogga,https://www.thedetailingmafia.com/locate-our-outlets/Shivamogga,,,Mr. Aamir Hasan,Mr. Adnan Hasan,info@thedetailingmafia.com,,"Balaraj Urs Rd, opp. Canara Bank, Basavanagudi.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9663165129,9986481333,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,302039,,Sikar Road Jaipur,https://www.thedetailingmafia.com/locate-our-outlets/Sikar-Road-Jaipur,,,Mr. Shobhit Nathawat,Mr. Arjun Naruka,info@thedetailingmafia.com,,"Plot no.6, Girdhar Colony, Sikar Road, Opposite Manipal Hospital, Jaipur, Jaipur, Rajasthan.",,,9:00 AM - 8:00 PM,7 Days Open.,7014977408,98290 73249,8949097906,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,125055,,Sirsa,https://www.thedetailingmafia.com/locate-our-outlets/Sirsa,,,Mr. Parmod Sihag,,info@thedetailingmafia.com,,"In Between Jax Saloon and Aqua Bar, Sec19, Mini Bypass, opposite Hudda, near Delhi Pul, Huda, Sirsa, Haryana.",,,9:00 AM - 7:00 PM,7 Days Open.,9017490176,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,152026,,Sri Muktsar Sahib,https://www.thedetailingmafia.com/locate-our-outlets/Sri-Muktsar-Sahib,,,Mr. Tejender Pal Singh,,info@thedetailingmafia.com,,"Bypass, opposite Ganpati Carz, S.A.S Nagar, Sri Muktsar Sahib, Muktsar Rural, Punjab .",,,9:00 AM - 7:00 PM,7 Days Open,8478885788,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,600059,,Tambaram,https://www.thedetailingmafia.com/locate-our-outlets/Tambaram,,,Mr. Surya,,info@thedetailingmafia.com,,"PLOT NO:12 , DOOR, HDFC Bank, 257A, Velachery Rd, opp. to East tambaram, Jayasamy Nagar, Tambaram, Chennai, Tamil Nadu.",,,9:00 AM - 8:00 PM,7 Days Open.,9962525001,9962575001,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,534211,,Tanuku,https://www.thedetailingmafia.com/locate-our-outlets/Tanuku,,,Mr. Santhosh Mahanthi,,info@thedetailingmafia.com,,"Ayaan and Ayaan Exclusive Private Limited,Opp Vijayalakshmi Honda, Rastrapathi Road, Paidiparru.",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,+919222556789,+918886143777,,,,,,,,,,,,,,,,,,,,,,,,
