ns_Segment,ns_Sub_Segment,ns_Sub_Sub_Segment,ns_Segment_amz,ns_price,source_offer_price,brand,series,actual_model_no,ns_model_no,ns_model_name,ns_DisplayName,ns_no_of_review,ns_review_rating,ns_model_number,source_product_id,source_affiliates,ns_B2B,breadcrumb,ns_product_name,ns_Other_forms,ns_Title,ns_upc1,ns_Ean1,ns_ean_list,manufacturer,product_warranty,Product_Description,ns_Studio,ns_Specifications,ns_Publisher,ns_Features,ns_Image_URLS,ns_URL,ns_Benefits,ns_Applications,Size,Color,Shipping,Return,ns_instock,ns_Image_Path,ns_active_flag,ns_merch_cat_path1,ns_merch_cat_path2,ns_norma_merch_cat_path1,ns_norma_merch_cat_path2,ns_salesrank,omni_b2b_psv,short_description,How_to_use,Ingredients
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Golden Hour Nail Polish,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene.Easy & mess-free application with our signature round cut brush. Long lasting color in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_81e4e126-65d3-4a82-94e8-cf13094fba30.jpg |~| https://ellementco.com/cdn/shop/files/2_7493f757-f61a-4c35-a3f5-05ef671e8c0a.jpg |~| https://ellementco.com/cdn/shop/files/4_12963133-cf65-4e27-bace-535f54cc8b4c.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/golden-hour-nail-polish-10ml,,,,Metallic Orange,,,,,,,,,,,,,"Dry Manicure (cut, file, shape).  ~ Apply Base Coat, allow it to dry. ~ Apply the first coat of color, allow it to dry.  ~ Apply the second coat of color and allow it to dry.  ~ Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.  ~","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Green Apple Soda Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_2cef60ce-608a-4821-be51-8d933f68f96c.png |~| https://ellementco.com/cdn/shop/files/Greenapplesoda.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/green-apple-soda-9-free-breathable-nail-polish-lacquer-10-ml,,,,Green,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Hi-Tea Purple Nail Polish 10ml,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/Hi-Tea2.jpg |~| https://ellementco.com/cdn/shop/files/Hi-Tea1.jpg |~| https://ellementco.com/cdn/shop/files/Hi-Tea3.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/hi-tea-purple-nail-polish-10ml-1,,,,Purple,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry.Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Merlot Deep Maroon Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1.1_a61d4639-a5f9-4f48-be90-beede8e4a25b.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/merlot-deep-maroon-nail-polish,,,,Maroon,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Milky Way Nail Polish,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene. ~ Easy & mess-free application with our signature round cut brush. Long lasting color in 2 coats. Goes on easily and dries quickly. ~ Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_d623bb64-50e2-4c36-8cfb-60fe6457355b.jpg |~| https://ellementco.com/cdn/shop/files/2_76a4f252-b52d-4c85-ad40-c016b02a428c.jpg |~| https://ellementco.com/cdn/shop/files/4_bd219110-496f-4b07-a690-f0259f6746fe.jpg |~| https://ellementco.com/cdn/shop/files/38CA64CE-7514-4402-BF2C-E057E436EA12.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/milky-way-nail-polish-10ml,,,,Metallic White,,,,,,,,,,,,,"Dry Manicure (cut, file, shape).  ~ Apply Base Coat, allow it to dry. ~ Apply the first coat of color, allow it to dry.  ~ Apply the second coat of color and allow it to dry.  ~ Complete your manicure with a Gloss or Matte Top coat for extra shine & volume. ~","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Monster Purple Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_d3201ef6-7a09-4bef-a262-c7d3b38d9cf0.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/monster-purple-nail-polish,,,,Purple,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Mudbath Brown Nude Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_af33af7a-b8c7-482b-9f83-5c119aeb6da7.png |~| https://ellementco.com/cdn/shop/files/6_519b6b65-d817-4e83-987b-98cf0dd1d5b7.jpg |~| https://ellementco.com/cdn/shop/files/11.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/mudbath-brown-nude-nail-polish,,,,Brown,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Nirvana Nail Polish 10ml,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/Nirvana1.jpg |~| https://ellementco.com/cdn/shop/files/Nirvana7.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/nirvana-nail-polish-10ml,,,,Deep Maroon,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry.Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Pink Champagne Metallic Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/8906101305131Image2.png |~| https://ellementco.com/cdn/shop/files/DD321EDE-2D48-4F8E-97FE-89D27A4287AE.jpg |~| https://ellementco.com/cdn/shop/files/F81D9A82-9446-4A5D-AAEB-6CA0BFE3F63B.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/pink-champagne-rose-gold-metallic-nail-polish,,,,Rose Gold,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Purple Haze Pastel Purple Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/8906101306619Image2.png |~| https://ellementco.com/cdn/shop/files/8906101306619Image1.png,https://ellementco.com//collections/vegan-nail-polishes/products/purple-haze-pastel-purple-nail-polish,,,,Purple,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Rosewood Red Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_7fcea4e0-f2dc-4fb3-b4e4-c17f798b95ab.png,https://ellementco.com//collections/vegan-nail-polishes/products/rosewood-red-nail-polish,,,,Red,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Silver Metallic Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/8906101305148Image1.png |~| https://ellementco.com/cdn/shop/files/06B215C2-AAEC-4613-BF22-A5EB5FBDB168.jpg |~| https://ellementco.com/cdn/shop/files/E354B0AB-B78A-4EDC-A513-6497809E6F32.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/silver-metallic-nail-polish,,,,Silver,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Snuggled in Cashmere Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_df039c8f-6a75-449f-87e2-e2184a04837e.png |~| https://ellementco.com/cdn/shop/files/5.1_9b34b82e-3072-4409-a46c-e39a6ec3861a.jpg |~| https://ellementco.com/cdn/shop/files/6.1.jpg |~| https://ellementco.com/cdn/shop/files/C3B8D737-BD1B-4570-A20D-FF2E4AD2FC59.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/snuggled-in-cashmere-metallic-nail-polish,,,,Metallic Brown,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Sundaze Yellow Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_136ab1fc-0c12-4bbf-b1be-ad8299b4dc08.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/sundaze-yellow-nail-polish,,,,Yellow,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Sunkissed Pastel Yellow Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_172efb9d-6759-4e3e-8ac8-b54e17418ea8.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/sunkissed-pastel-yellow-nail-polish,,,,Yellow,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Twilight Nail Polish,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene.Easy & mess-free application with our signature round cut brush. Long lasting color in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_ac60d0a7-6cb3-4cd7-bd33-10df76189856.jpg |~| https://ellementco.com/cdn/shop/files/2_6717b5d8-f1ca-4495-9f8d-aaa8677b34ff.jpg |~| https://ellementco.com/cdn/shop/files/4_7bda1476-6878-4b38-a19e-95fcdc0289e2.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/twilight-nail-polish-10ml,,,,Holographic Blue,,,,,,,,,,,,,"Dry Manicure (cut, file, shape).  ~ Apply Base Coat, allow it to dry. ~ Apply the first coat of color, allow it to dry.  ~ Apply the second coat of color and allow it to dry. ~ Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.  ~","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Wild Gal Bright Red Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_89bf7cb6-b85f-4ce7-bc89-e9d6213e404d.png |~| https://ellementco.com/cdn/shop/files/8_d053ebb5-1f3a-4172-b2d6-3c82d5fe9131.jpg |~| https://ellementco.com/cdn/shop/files/10_70641f65-1bbd-4429-86cf-68a19abc49b0.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/wild-gal-bright-red-nail-polish,,,,Red,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,XOXO Bright Purple Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/8906101305117Image1.png,https://ellementco.com//collections/vegan-nail-polishes/products/xoxo-bright-purple-nail-polish,,,,Purple,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Your Majesty Coral Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_969dae3f-ac90-42c1-bbf8-d992e2b3d150.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/your-majesty-coral-nail-polish,,,,Pink,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Mini Vegan Nail Polish,,,145,,,,,,,,,,,,,,,#Mini Vegan Nail Polish 5 ml - Baesic,,,,,,,,,,,,"• Nail lacquer with high quality, luxurious breathable formula that is non-toxic, non-carcinogenic, non-yellowing & paraben-free • 100% vegan and cruelty-free • Long lasting & gel like shine • Highly pigmented, intense color pay-off, and chip resistant for upto 7 days  • Double flat-wide, U-cut brush for one-stroke color application • Sustainable packaging, recyclable glass bottle • Color variety for all skin tones   Cruelty Free | 100% Vegan | Non Toxic | Pregnancy Safe | Lab Tested | Paraben Free |",https://ellementco.com/cdn/shop/files/BaesicMiniEdited-3.jpg  |~|  https://ellementco.com/cdn/shop/files/BaesicMiniEdited-8.jpg  |~|  https://ellementco.com/cdn/shop/files/BaesicMiniEdited-2.jpg  |~|  https://ellementco.com/cdn/shop/files/BaesicMiniEdited-6.jpg  |~|  https://ellementco.com/cdn/shop/files/BaesicMiniEdited-7.jpg  |~|  https://ellementco.com/cdn/shop/files/BaesicMiniEdited-5.jpg  |~|  https://ellementco.com/cdn/shop/files/BaesicMiniEdited.jpg  |~|  https://ellementco.com/cdn/shop/files/BaesicMiniEdited-1.gif ,https://ellementco.com//collections/mini-vegan-nail-polishes/products/ellement-co-vegan-nail-lacquer-5ml?variant=47869122969904,,,,Baesic,,,,,,,,,,,,,"Apply an initial, very thin coat, starting at the center of the nail, and then move to the sides. Follow with a second, more generous coat to add depth to the color.Magic Tip: Maximize the shine with a coat of Ellement Co. Gloss Top Coat!","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite"
Nails,Mini Vegan Nail Polish,,,145,,,,,,,,,,,,,,,#Mini Vegan Nail Polish 5 ml - Cheerleader,,,,,,,,,,,,"• Nail lacquer with high quality, luxurious breathable formula that is non-toxic, non-carcinogenic, non-yellowing & paraben-free • 100% vegan and cruelty-free • Long lasting & gel like shine • Highly pigmented, intense color pay-off, and chip resistant for upto 7 days  • Double flat-wide, U-cut brush for one-stroke color application • Sustainable packaging, recyclable glass bottle • Color variety for all skin tones   Cruelty Free | 100% Vegan | Non Toxic | Pregnancy Safe | Lab Tested | Paraben Free |", https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited-8.jpg  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited-4.jpg  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited-3.jpg  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited-6.jpg  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited-7.jpg  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited-2.jpg  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited-5.jpg  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited.gif  |~|  https://ellementco.com/cdn/shop/files/CheerleaderMiniEdited_e56d33ea-ed7e-45d8-bf64-934d776e1d31.gif,https://ellementco.com//collections/mini-vegan-nail-polishes/products/ellement-co-vegan-nail-lacquer-5ml?variant=47869123002672,,,,Cheerleader,,,,,,,,,,,,,"Apply an initial, very thin coat, starting at the center of the nail, and then move to the sides. Follow with a second, more generous coat to add depth to the color.Magic Tip: Maximize the shine with a coat of Ellement Co. Gloss Top Coat!","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite"
